date,usd/rm price,wti price,SMR20
10/12/2019,4.159,59.06,148.7
11/12/2019,4.16,58.91,146.75
12/12/2019,4.162,59.56,148.65
13/12/2019,4.1576,59.78,149.95
16/12/2019,4.132,60.12,147.1
17/12/2019,4.14,60.55,148.05
18/12/2019,4.139,60.88,146.45
19/12/2019,4.137,61.14,143.25
20/12/2019,4.139,60.44,144.2
23/12/2019,4.1375,60.64,144.15
24/12/2019,4.14,61.16,144.05
26/12/2019,4.134,61.73,145.55
27/12/2019,4.13,61.74,144.95
30/12/2019,4.125,61.69,145.65
31/12/2019,4.107,61.22,146.3
2/1/2020,4.088,61.19,147.4
3/1/2020,4.085,63.1,145.65
6/1/2020,4.1,62.99,148.45
7/1/2020,4.1,64.92,149.15
8/1/2020,4.0894,59.97,149.95
9/1/2020,4.099,59.55,149.95
10/1/2020,4.088,59.17,149.25
13/1/2020,4.0741,58.12,152.3
14/1/2020,4.058,58.09,152.1
15/1/2020,4.0715,58.12,150.8
16/1/2020,4.07,58.61,152.45
17/1/2020,4.062,58.77,152.45
20/1/2020,4.0526,58.67,150.45
21/1/2020,4.057,58.26,149.05
22/1/2020,4.0691,56.09,146.35
23/1/2020,4.0626,55.62,147.05
3/2/2020,4.0936,49.88,130.05
4/2/2020,4.1135,49.58,128
5/2/2020,4.108,51.2,131.4
6/2/2020,4.1176,51.41,132.5
7/2/2020,4.12,50.34,132.4
10/2/2020,4.1391,49.78,133
11/2/2020,4.1451,50.12,134.5
12/2/2020,4.1306,51.45,135.05
13/2/2020,4.14,51.39,135.8
14/2/2020,4.1395,52.2,134.85
17/2/2020,4.139,51.95,136.3
18/2/2020,4.1425,52.16,136.2
19/2/2020,4.1525,53.53,136.15
20/2/2020,4.1605,53.26,136.65
21/2/2020,4.1781,53.22,137.55
24/2/2020,4.1866,51.27,134.25
25/2/2020,4.2225,50.01,134.4
26/2/2020,4.232,48.26,136.55
27/2/2020,4.2226,46.66,135.4
28/2/2020,4.2085,45.13,132.3
2/3/2020,4.211,47.8,130.65
3/3/2020,4.2001,46.91,132.95
4/3/2020,4.2108,47.23,131.2
5/3/2020,4.178,46.12,132.6
6/3/2020,4.159,41.53,130.75
9/3/2020,4.1701,32.38,124.5
10/3/2020,4.215,34.01,127.3
11/3/2020,4.2325,33.09,129.05
12/3/2020,4.245,31.02,126.85
13/3/2020,4.27,32.98,125.1
16/3/2020,4.276,29.13,127.5
17/3/2020,4.3061,26.48,126.95
18/3/2020,4.3485,23.57,129.2
19/3/2020,4.371,26,119.65
20/3/2020,4.4126,23.2,119.3
23/3/2020,4.392,24.05,114.95
24/3/2020,4.44,24.25,112.05
25/3/2020,4.428,23.89,113.65
26/3/2020,4.3875,22.77,112.85
27/3/2020,4.33,21.53,111.75
31/3/2020,4.331,20.05,106.24
1/4/2020,4.31,21.02,105.25
2/4/2020,4.3551,24.46,106.8
3/4/2020,4.3555,28.5,106.7
7/4/2020,4.361,24.45,108.45
8/4/2020,4.335,26.23,111.95
9/4/2020,4.3425,23.05,113.05
13/4/2020,4.3055,22.8,113.85
14/4/2020,4.3261,20.79,112.2
15/4/2020,4.33,20.25,112.5
16/4/2020,4.3405,19.88,111.65
17/4/2020,4.372,18.16,113.25
20/4/2020,4.3675,11.96,114.6
21/4/2020,4.372,7.98,111.95
22/4/2020,4.393,8.05,110.05
23/4/2020,4.3672,8.21,109.8
24/4/2020,4.3578,7.99,111.2
27/4/2020,4.357,7.79,110.8
28/4/2020,4.3555,7.79,110.1
29/4/2020,4.359,8.16,107.6
30/4/2020,4.3415,8.62,108.15
6/5/2020,4.3,9.11,108.35
8/5/2020,4.322,9.61,109.7
12/5/2020,4.3315,9.38,108
13/5/2020,4.326,9.41,108.5
14/5/2020,4.328,9.79,108.75
15/5/2020,4.338,10.17,109.95
18/5/2020,4.3492,11.21,109.5
19/5/2020,4.3526,11,111.05
20/5/2020,4.3461,11.5,111.9
21/5/2020,4.346,11.75,112.25
22/5/2020,4.344,11.63,110.45
27/5/2020,4.361,11.59,112.05
28/5/2020,4.348,12.07,111.9
29/5/2020,4.348,12.67,110.85
1/6/2020,4.342,12.93,113.35
2/6/2020,4.312,13.48,113.5
3/6/2020,4.2725,13.59,113.55
4/6/2020,4.2545,13.77,113.4
5/6/2020,4.2705,14.33,115.9
9/6/2020,4.2575,14.45,118.45
10/6/2020,4.273,14.62,117.2
11/6/2020,4.249,13.71,117.4
12/6/2020,4.247,14.12,114.25
15/6/2020,4.268,14.7,113.8
16/6/2020,4.2765,14.96,114.95
17/6/2020,4.275,14.93,113.9
18/6/2020,4.278,15.54,115.05
19/6/2020,4.2755,15.61,116.05
22/6/2020,4.265,16.46,116.5
23/6/2020,4.2705,16.28,116.65
24/6/2020,4.276,15.62,116.1
29/6/2020,4.2885,16.64,113.65
30/6/2020,4.2825,16.73,114.1
1/7/2020,4.282,16.86,115.15
2/7/2020,4.284,17.25,116.3
3/7/2020,4.283,17.38,117.35
6/7/2020,4.285,17.89,118.05
7/7/2020,4.275,17.86,119
8/7/2020,4.273,18.19,118
9/7/2020,4.267,17.88,118.5
10/7/2020,4.261,18.37,119.1
13/7/2020,4.2645,18.27,118.25
14/7/2020,4.2625,18.77,117.7
15/7/2020,4.268,19.07,117.6
16/7/2020,4.26,19.09,117.35
17/7/2020,4.2655,19.14,118.35
20/7/2020,4.2625,19.54,117.45
21/7/2020,4.258,19.96,117.95
22/7/2020,4.259,20.13,118.55
23/7/2020,4.2505,20,118.35
24/7/2020,4.254,20.27,119.85
27/7/2020,4.26,20.87,120.4
28/7/2020,4.25,20.77,120.5
29/7/2020,4.249,21,120.05
30/7/2020,4.2405,20.73,125.65
3/8/2020,4.237,21.41,124.15
4/8/2020,4.2225,21.88,124.35
5/8/2020,4.219,22.45,125.3
6/8/2020,4.1925,22.55,126.45
7/8/2020,4.186,22.42,133.4
10/8/2020,4.185,23.04,132.35
11/8/2020,4.193,22.98,131.4
12/8/2020,4.1925,23.62,128.65
13/8/2020,4.191,23.75,129.45
14/8/2020,4.189,23.76,130.15
17/8/2020,4.188,24.5,131.15
18/8/2020,4.189,24.59,131.6
19/8/2020,4.1805,24.69,131.7
20/8/2020,4.17,24.84,131.7
21/8/2020,4.17,24.62,132.05
24/8/2020,4.1775,25.27,132.55
25/8/2020,4.173,25.91,133.6
26/8/2020,4.167,26.11,134.1
27/8/2020,4.167,25.95,136.3
28/8/2020,4.17,26.14,135.6
1/9/2020,4.168,26.87,141.9
2/9/2020,4.145,26.29,141.25
3/9/2020,4.1435,25.95,140.3
4/9/2020,4.145,25.22,135.75
7/9/2020,4.147,25.52,136.05
8/9/2020,4.155,24.07,135.45
9/9/2020,4.165,24.91,133.25
10/9/2020,4.169,24.73,133.45
11/9/2020,4.162,24.88,132.6
14/9/2020,4.1515,25.32,134.15
15/9/2020,4.1435,26.21,136.05
17/9/2020,4.128,41.14,136.15
18/9/2020,4.137,41.19,137.4
21/9/2020,4.112,39.98,138.2
22/9/2020,4.12,39.77,135.85
23/9/2020,4.132,39.41,134.5
24/9/2020,4.12,40.4,135.3
25/9/2020,4.166,40.16,139.75
28/9/2020,4.169,40.7,140.4
29/9/2020,4.173,39.27,139.6
30/9/2020,4.155,40.17,137.85
9/10/2020,4.15,40.8,142.55
12/10/2020,4.1425,39.86,146.2
13/10/2020,4.1435,40.41,147.6
14/10/2020,4.14,41.48,148.45
15/10/2020,4.148,41.19,148.15
16/10/2020,4.153,41.01,151.55
19/10/2020,4.147,40.95,154.05
20/10/2020,4.146,41.47,154.9
21/10/2020,4.147,39.95,163.5
22/10/2020,4.141,40.67,162.5
23/10/2020,4.1415,39.8,164.5
26/10/2020,4.155,38.75,170.9
27/10/2020,4.163,38.99,170.1
28/10/2020,4.16,37.88,174.7
30/10/2020,4.1545,35.92,167.85
2/11/2020,4.15,37.27,155.1
3/11/2020,4.155,38.62,154.3
4/11/2020,4.154,39.23,151.8
5/11/2020,4.1655,38.66,152.85
6/11/2020,4.143,37.7,155.15
9/11/2020,4.126,39.93,152
10/11/2020,4.105,41.88,150.75
11/11/2020,4.105,41.78,156.35
12/11/2020,4.127,41,156.45
13/11/2020,4.128,40.38,157.2
16/11/2020,4.121,41.62,158.7
17/11/2020,4.115,41.52,155.85
18/11/2020,4.1025,41.8,155.5
19/11/2020,4.0855,41.69,155.4
20/11/2020,4.097,42.48,156.6
23/11/2020,4.09,43.22,158.7
24/11/2020,4.088,44.88,157.75
25/11/2020,4.085,45.86,159.4
26/11/2020,4.085,45.05,160.3
27/11/2020,4.065,45.74,160.1
30/11/2020,4.067,45.29,166.25
1/12/2020,4.0715,44.25,165.7
2/12/2020,4.0725,45,166.05
3/12/2020,4.073,45.79,166.05
4/12/2020,4.0625,46.19,161.55
7/12/2020,4.058,45.75,160.3
8/12/2020,4.07,45.66,161.15
9/12/2020,4.07,45.84,156.8
10/12/2020,4.063,47.23,154.5
11/12/2020,4.0565,46.7,155.3
14/12/2020,4.05,47.12,158.1
15/12/2020,4.051,47.71,157.85
16/12/2020,4.053,48.02,157.88
17/12/2020,4.049,48.55,158.65
18/12/2020,4.033,49.26,160.3
21/12/2020,4.038,47.83,161.4
22/12/2020,4.038,46.89,157.15
23/12/2020,4.059,48.09,150.15
24/12/2020,4.061,48.28,152.7
28/12/2020,4.058,47.87,150.05
29/12/2020,4.0475,47.94,148.25
30/12/2020,4.048,48.22,147.4
4/1/2021,4.02,47.28,155.4
5/1/2021,4.004,49.66,158.1
6/1/2021,4.015,50.38,157.2
7/1/2021,4.008,50.84,162.7
8/1/2021,4.0375,52.6,160.4
11/1/2021,4.03,52.03,156.3
12/1/2021,4.045,53.3,154.85
13/1/2021,4.0525,52.69,157.6
14/1/2021,4.042,53.73,156.5
15/1/2021,4.036,52.01,161.3
18/1/2021,4.034,52.3,161.2
19/1/2021,4.046,53.12,160.65
20/1/2021,4.0455,52.89,159.65
21/1/2021,4.043,52.95,160.6
22/1/2021,4.028,51.92,157.35
25/1/2021,4.0405,52.8,156.4
26/1/2021,4.043,52.72,157.9
27/1/2021,4.0465,52.36,157.4
29/1/2021,4.044,52.1,158.15
2/2/2021,4.04,54.91,161.2
3/2/2021,4.043,55.86,159.55
4/2/2021,4.049,56.49,158.55
5/2/2021,4.056,57.04,162.05
8/2/2021,4.068,58.02,164.15
9/2/2021,4.063,58.37,164.1
10/2/2021,4.0465,58.3,161.55
18/2/2021,4.037,59.7,168.5
19/2/2021,4.0395,59.02,169
22/2/2021,4.035,61.56,175
23/2/2021,4.0395,61.2,180.15
24/2/2021,4.041,63.52,179.1
26/2/2021,4.037,61.56,184.65
1/3/2021,4.052,60.23,176
2/3/2021,4.055,59.39,170.01
3/3/2021,4.056,60.7,174.7
4/3/2021,4.0505,64.19,173.25
5/3/2021,4.055,66.23,175.6
8/3/2021,4.072,64.86,176.8
9/3/2021,4.105,63.92,176.35
10/3/2021,4.1145,64.64,179.3
11/3/2021,4.125,65.89,175.35
12/3/2021,4.105,65.54,179.65
15/3/2021,4.116,65.3,179.95
16/3/2021,4.11,64.88,179.85
17/3/2021,4.1115,64.58,180.45
18/3/2021,4.119,59.76,184.75
19/3/2021,4.109,61.46,177.9
22/3/2021,4.105,61.27,178.4
23/3/2021,4.1105,57.53,176.75
24/3/2021,4.12,60.59,175.5
25/3/2021,4.1295,58.74,175.5
26/3/2021,4.144,60.71,169.25
29/3/2021,4.144,62.09,169
30/3/2021,4.139,60.38,166.5
31/3/2021,4.149,59.55,161.05
1/4/2021,4.144,61.25,165.2
6/4/2021,4.14,59.17,167.9
7/4/2021,4.129,59.62,168.9
8/4/2021,4.129,59.73,168.35
9/4/2021,4.135,59.32,162.6
12/4/2021,4.1325,59.76,162.3
13/4/2021,4.1305,60.52,158.9
14/4/2021,4.132,62.88,160.4
15/4/2021,4.127,63.34,161.6
16/4/2021,4.123,63.07,163.85
19/4/2021,4.1235,63.55,161.8
20/4/2021,4.121,62.28,163.5
21/4/2021,4.1125,61.08,162.9
22/4/2021,4.1185,61.8,166.75
23/4/2021,4.1098,61.98,166.65
26/4/2021,4.107,62.02,167.1
27/4/2021,4.0965,62.95,163.65
28/4/2021,4.095,63.77,166
30/4/2021,4.1,63.44,169
3/5/2021,4.093,64.61,167.65
6/5/2021,4.115,64.88,172.35
7/5/2021,4.1195,64.81,176.2
10/5/2021,4.11,64.95,175.65
11/5/2021,4.105,65.5,171.6
17/5/2021,4.1285,66.34,165.4
18/5/2021,4.1275,65.17,164.65
19/5/2021,4.122,63.34,163.95
20/5/2021,4.135,62.09,163.45
21/5/2021,4.1385,63.84,168.5
24/5/2021,4.1385,66,168.35
25/5/2021,4.145,65.89,169.1
27/5/2021,4.14,67.3,171
28/5/2021,4.137,66.64,171.15
31/5/2021,4.131,66.94,171.4
1/6/2021,4.122,67.91,167.55
2/6/2021,4.124,68.72,164.8
3/6/2021,4.1225,68.75,167.4
4/6/2021,4.1205,69.39,168
8/6/2021,4.126,70,165.65
9/6/2021,4.1175,69.7,166.55
10/6/2021,4.116,70.17,166.05
11/6/2021,4.118,70.79,163.35
15/6/2021,4.1125,72.39,160.75
16/6/2021,4.1145,71.47,163.1
17/6/2021,4.115,70.91,162.2
18/6/2021,4.1375,71.39,162.15
21/6/2021,4.1365,73.41,162.15
22/6/2021,4.143,73.19,160.45
23/6/2021,4.159,73.52,165.85
24/6/2021,4.158,73.59,166
25/6/2021,4.155,74.34,165.85
28/6/2021,4.1535,73.17,166.35
29/6/2021,4.1435,73.72,164.8
30/6/2021,4.1495,73.77,160.8
1/7/2021,4.149,75.28,158.1
2/7/2021,4.156,75.29,157.35
5/7/2021,4.161,76.44,161.7
6/7/2021,4.1535,73.77,163.6
7/7/2021,4.145,72.28,163.65
8/7/2021,4.16,73.39,163.85
9/7/2021,4.179,74.78,162.65
12/7/2021,4.188,74.33,163.55
13/7/2021,4.188,75.12,163.45
14/7/2021,4.1905,72.86,163.35
15/7/2021,4.198,71.44,164.9
16/7/2021,4.198,71.52,167
19/7/2021,4.207,67.19,166.85
21/7/2021,4.222,70.53,161.95
22/7/2021,4.2315,72,163.5
23/7/2021,4.2205,72.45,165.6
26/7/2021,4.224,72.33,167
27/7/2021,4.23,72.22,168.45
28/7/2021,4.23,72.64,166.15
29/7/2021,4.231,73.52,167.25
30/7/2021,4.236,73.94,170.85
2/8/2021,4.219,71.56,169
3/8/2021,4.2225,70.56,170.65
4/8/2021,4.231,68.25,170.65
5/8/2021,4.2195,69.17,169.6
6/8/2021,4.215,68.02,174.65
9/8/2021,4.219,67.05,173.3
11/8/2021,4.226,69.39,174.75
12/8/2021,4.2325,68.91,174.25
13/8/2021,4.2305,68.1,174.95
16/8/2021,4.235,67.64,176.45
17/8/2021,4.235,66.59,176.3
18/8/2021,4.2355,64.7,179.4
19/8/2021,4.2355,63.86,176.55
20/8/2021,4.236,62.06,174.05
23/8/2021,4.235,65.73,174.35
24/8/2021,4.224,67.61,173.35
25/8/2021,4.217,68.17,171.6
26/8/2021,4.202,68,170.75
27/8/2021,4.1928,68.89,164.55
30/8/2021,4.1875,69.28,163.85
1/9/2021,4.155,68.34,165.3
2/9/2021,4.1513,69.86,162.8
3/9/2021,4.1555,69.25,163.55
6/9/2021,4.144,68.89,165.05
7/9/2021,4.1455,68.53,164.35
8/9/2021,4.153,69.33,159.15
9/9/2021,4.152,68.03,158.9
10/9/2021,4.1455,69.75,161.1
13/9/2021,4.134,70.69,163.7
14/9/2021,4.145,70.84,166.6
15/9/2021,4.16,72.59,165.85
17/9/2021,4.1555,72.09,166.2
22/9/2021,4.184,72.19,159.6
23/9/2021,4.191,73.5,160.8
24/9/2021,4.18,74.2,159.95
27/9/2021,4.186,75.58,163.6
28/9/2021,4.1875,74.64,165.75
29/9/2021,4.18,74.86,165.5
30/9/2021,4.1823,75.44,167.45
1/10/2021,4.184,75.88,167.45
8/10/2021,4.181,79.68,173.25
11/10/2021,4.1785,80.48,174.95
12/10/2021,4.1675,80.38,175.7
13/10/2021,4.163,80.83,173.85
14/10/2021,4.1575,81.78,174.1
15/10/2021,4.1525,82.57,174.45
18/10/2021,4.1555,82.25,174.55
20/10/2021,4.1695,84.25,180.2
21/10/2021,4.1555,82.88,185.5
22/10/2021,4.156,84.56,175.15
25/10/2021,4.1475,84.31,175.6
26/10/2021,4.149,84.7,175.9
27/10/2021,4.145,82.67,178.95
28/10/2021,4.153,83.16,175.05
29/10/2021,4.148,83.67,178.5
1/11/2021,4.139,84.23,174.25
2/11/2021,4.15,83.28,171.35
3/11/2021,4.146,80.66,172.6
5/11/2021,4.152,81.44,168.4
8/11/2021,4.158,82.26,170.5
9/11/2021,4.1525,84.83,169.85
10/11/2021,4.147,81.72,170.4
11/11/2021,4.151,81.5,170.85
12/11/2021,4.163,80.8,171.85
15/11/2021,4.151,80.8,176.95
16/11/2021,4.159,80.61,177
17/11/2021,4.1645,78.53,176.15
18/11/2021,4.1715,79.31,174.15
19/11/2021,4.18,76.63,177.7
22/11/2021,4.181,77.26,182.6
23/11/2021,4.183,79.08,181.8
24/11/2021,4.193,79.17,179.5
25/11/2021,4.208,78.17,182.65
26/11/2021,4.227,68.89,179.4
29/11/2021,4.237,71.42,180.9
30/11/2021,4.236,67.47,179.7
1/12/2021,4.2025,66.77,178.4
2/12/2021,4.2175,67.84,174.95
6/12/2021,4.229,70.16,171.85
7/12/2021,4.23,72.22,173.35
8/12/2021,4.2295,72.94,172.1
9/12/2021,4.218,70.84,169.65
10/12/2021,4.215,72.27,169.65
13/12/2021,4.21,71.47,173.45
14/12/2021,4.222,70.51,172.9
15/12/2021,4.231,71.83,171.65
16/12/2021,4.228,72.08,171.9
17/12/2021,4.204,70.53,171.55
20/12/2021,4.216,69.56,168.75
21/12/2021,4.225,71.61,167.95
22/12/2021,4.207,73.42,169.55
23/12/2021,4.211,74.06,170.45
28/12/2021,4.181,76.42,173.8
29/12/2021,4.1785,76.84,173.85
30/12/2021,4.1795,76.61,177
4/1/2022,4.17,77.25,175.45
5/1/2022,4.184,77.39,176.5
6/1/2022,4.192,79.69,173.7
7/1/2022,4.211,79.07,176.85
10/1/2022,4.207,78.7,179.2
11/1/2022,4.198,81.42,179.45
12/1/2022,4.19,82.86,180.4
13/1/2022,4.1835,82.03,181.15
14/1/2022,4.175,84.35,181.2
17/1/2022,4.175,84.33,179
19/1/2022,4.181,85.58,183.75
20/1/2022,4.191,84.67,181.1
21/1/2022,4.187,85.43,178.35
24/1/2022,4.185,84.7,176.6
25/1/2022,4.1865,85.86,175.7
26/1/2022,4.188,87.89,177.25
27/1/2022,4.19,87.86,175.65
28/1/2022,4.195,87.79,174.05
7/2/2022,4.178,91.69,177.9
8/2/2022,4.1835,90.08,177.8
9/2/2022,4.1823,90.28,179.7
10/2/2022,4.183,90.17,181.45
11/2/2022,4.182,94.17,181.8
14/2/2022,4.188,94.97,180.95
15/2/2022,4.188,92.55,177.45
16/2/2022,4.1838,91.42,178.8
17/2/2022,4.1835,91.8,176.35
18/2/2022,4.185,92.52,180.25
21/2/2022,4.184,94.31,181.75
22/2/2022,4.177,93.28,182.95
23/2/2022,4.183,94.36,184.75
24/2/2022,4.184,96.28,184.05
25/2/2022,4.1985,93.41,181.75
28/2/2022,4.1985,97.25,177.2
1/3/2022,4.196,107.77,176.9
2/3/2022,4.1905,112.22,179.95
3/3/2022,4.193,110.52,181.65
4/3/2022,4.184,116.37,176.4
7/3/2022,4.176,122.09,177.8
8/3/2022,4.1745,126.47,176
9/3/2022,4.18,111.59,182.45
10/3/2022,4.185,108.32,183.1
11/3/2022,4.186,110,178.25
14/3/2022,4.192,101.84,174.75
15/3/2022,4.2025,96.28,173.35
16/3/2022,4.205,96.69,169.25
17/3/2022,4.19,103.92,171.6
18/3/2022,4.195,105.47,172.35
21/3/2022,4.191,114.2,170.65
22/3/2022,4.2025,110.59,173.15
23/3/2022,4.215,116.44,173.5
24/3/2022,4.222,113.83,173.35
25/3/2022,4.224,114.39,173.5
28/3/2022,4.208,105.47,172.1
29/3/2022,4.214,107.69,172.6
30/3/2022,4.212,108.88,173.35
31/3/2022,4.2025,102.19,175
1/4/2022,4.203,100.57,175.55
4/4/2022,4.208,105.3,176.6
6/4/2022,4.209,97.59,177.55
7/4/2022,4.213,97.69,173.95
8/4/2022,4.2158,98.6,175.35
11/4/2022,4.219,95.83,173.7
12/4/2022,4.228,101.91,173.9
13/4/2022,4.2305,104.19,172.5
14/4/2022,4.229,106.91,173.75
18/4/2022,4.233,108.16,175.5
20/4/2022,4.253,103.08,172.95
21/4/2022,4.279,104.34,171.95
22/4/2022,4.2885,102.42,168.5
25/4/2022,4.3225,99.2,164.65
26/4/2022,4.355,102.58,164.3
27/4/2022,4.3225,102.41,161.3
28/4/2022,4.3575,105.56,159.35
5/5/2022,4.352,109.09,164.95
6/5/2022,4.3475,110.95,160.9
9/5/2022,4.3675,103.03,159.1
10/5/2022,4.381,99.08,159.25
11/5/2022,4.3795,105.97,159.6
12/5/2022,4.374,107.23,159.8
13/5/2022,4.391,110.3,159.25
17/5/2022,4.3955,112.83,163.85
18/5/2022,4.3825,107.35,163.7
19/5/2022,4.3935,110.89,162.3
20/5/2022,4.4,112.04,163.85
23/5/2022,4.3865,111.23,162.5
24/5/2022,4.387,112.06,164.2
25/5/2022,4.393,112.13,163.15
26/5/2022,4.393,115.45,161.75
27/5/2022,4.3955,116.45,166.05
30/5/2022,4.3765,118.83,167.05
31/5/2022,4.3638,116.2,169.03
1/6/2022,4.376,114.22,168.35
2/6/2022,4.3805,118.45,169.85
7/6/2022,4.389,120.27,167
8/6/2022,4.393,122.86,167.75
9/6/2022,4.3915,122,168.8
10/6/2022,4.391,121.08,168.75
13/6/2022,4.3995,121.02,164.1
14/6/2022,4.416,118.97,162.15
15/6/2022,4.42,117.14,162
16/6/2022,4.411,117.38,162.3
17/6/2022,4.4,111.42,162.3
20/6/2022,4.3995,111.2,162.25
21/6/2022,4.399,111.47,161.25
22/6/2022,4.396,105.97,159.4
23/6/2022,4.403,106.44,160.55
24/6/2022,4.404,109.16,161.8
27/6/2022,4.3995,112.11,162.25
28/6/2022,4.4015,113.64,164.2
29/6/2022,4.3945,111.39,164.4
30/6/2022,4.3973,107.75,165.05
1/7/2022,4.405,109.94,163.8
4/7/2022,4.4045,111.67,165.1
5/7/2022,4.4105,102.28,163.5
6/7/2022,4.417,99.25,161.3
7/7/2022,4.422,103.78,160.5
8/7/2022,4.4255,105.8,160.75
12/7/2022,4.4245,94.94,162.05
13/7/2022,4.4345,96.34,157.85
14/7/2022,4.4345,96.56,158.05
15/7/2022,4.4415,97.41,154.55
18/7/2022,4.4465,101.67,157.55
19/7/2022,4.4505,102.95,158.95
20/7/2022,4.4475,102.08,158.5
21/7/2022,4.4495,98.51,157.1
22/7/2022,4.4545,97.49,156.25
25/7/2022,4.4495,98.31,157.85
26/7/2022,4.451,97.52,158.1
27/7/2022,4.4535,99.98,154.6
28/7/2022,4.456,99.28,155.75
29/7/2022,4.45,100.05,155.05
2/8/2022,4.45,95.27,153.45
3/8/2022,4.453,92.39,153
4/8/2022,4.455,89.25,153.05
5/8/2022,4.456,89.69,153.95
8/8/2022,4.4535,91.38,154.95
9/8/2022,4.4565,91.39,155.5
10/8/2022,4.453,92.36,152.85
11/8/2022,4.455,94.78,153.45
12/8/2022,4.443,92.66,152.55
15/8/2022,4.4418,88.84,151.55
16/8/2022,4.457,87.61,150.35
17/8/2022,4.464,88.33,149.8
18/8/2022,4.4655,91.38,149.15
19/8/2022,4.472,90.63,147.95
22/8/2022,4.474,91.72,148.5
23/8/2022,4.4825,94.56,149.45
24/8/2022,4.4903,96.08,147.1
25/8/2022,4.4865,93.77,145.9
26/8/2022,4.47,93.83,143.35
29/8/2022,4.465,97.53,142.95
30/8/2022,4.4795,92.72,139.7
1/9/2022,4.4735,87.81,134.55
2/9/2022,4.4785,87.67,133.9
5/9/2022,4.4815,89.41,134.75
6/9/2022,4.4898,87.22,131.1
7/9/2022,4.498,82.41,130.2
8/9/2022,4.499,83.31,131.4
9/9/2022,4.494,86.44,131.1
13/9/2022,4.501,87.78,136.1
14/9/2022,4.5025,89.24,134.7
15/9/2022,4.5245,84.84,136.25
19/9/2022,4.5325,86,133.75
20/9/2022,4.5475,84.56,135.3
21/9/2022,4.556,83.36,135
22/9/2022,4.55,84.09,134.95
23/9/2022,4.565,79.73,133.45
26/9/2022,4.576,77.06,133.1
27/9/2022,4.577,78.86,133.9
28/9/2022,4.6085,82.09,134.1
29/9/2022,4.628,82,134.2
30/9/2022,4.6305,80.03,133.9
11/10/2022,4.648,88.81,134.5
12/10/2022,4.671,87.34,134.2
13/10/2022,4.68,89.14,132.65
14/10/2022,4.69,85.81,133
17/10/2022,4.6995,86.06,132.7
18/10/2022,4.7145,84.19,131.2
19/10/2022,4.715,85.86,130.7
20/10/2022,4.718,85.62,126.85
21/10/2022,4.727,86.16,126.2
25/10/2022,4.7355,85.72,125.05
26/10/2022,4.7325,89.03,122.05
27/10/2022,4.711,89.42,121.7
28/10/2022,4.713,89.2,118.8
31/10/2022,4.72,86.88,116.8
1/11/2022,4.72,89.36,120.7
2/11/2022,4.734,89.61,121.75
3/11/2022,4.736,88.62,121.7
4/11/2022,4.742,93.2,125.55
7/11/2022,4.7455,92.39,127.35
8/11/2022,4.7455,89.5,129.15
9/11/2022,4.734,86.19,129.6
10/11/2022,4.6895,86.69,126.2
11/11/2022,4.698,89.23,128.85
14/11/2022,4.625,85.57,130.05
15/11/2022,4.5925,87.55,132.45
16/11/2022,4.5625,85.58,130.7
17/11/2022,4.5425,82.71,130.65
21/11/2022,4.5513,81.06,124.95
22/11/2022,4.5765,82,127.95
23/11/2022,4.5675,78.14,127.85
24/11/2022,4.572,78.56,127.4
25/11/2022,4.4925,77.15,127.7
29/11/2022,4.475,79.24,128.35
30/11/2022,4.5063,81.05,130.15
1/12/2022,4.4753,81.8,134.15
2/12/2022,4.4025,80.76,134.25
5/12/2022,4.3855,77.74,137.25
6/12/2022,4.366,74.78,136.7
7/12/2022,4.3925,72.86,137.95
8/12/2022,4.395,72.33,139.3
9/12/2022,4.3955,71.75,140.5
12/12/2022,4.401,73.61,137.85
13/12/2022,4.4145,75.36,136.85
14/12/2022,4.426,77.44,139.15
15/12/2022,4.388,76.4,137.65
16/12/2022,4.414,74.73,139.1
19/12/2022,4.422,76,137.7
20/12/2022,4.423,76.27,132.5
21/12/2022,4.431,78.59,132.2
22/12/2022,4.434,78.56,131.05
23/12/2022,4.422,79.44,128.15
27/12/2022,4.4225,79.84,129.25
28/12/2022,4.42,78.67,131.05
29/12/2022,4.42,78.67,129.6
30/12/2022,4.42,80.55,129.35
